html_id,is_emo,is_arg,is_other,trn_val
4341,0,0,0,trn
75166,1,0,0,trn
882105,0,0,0,trn
660667,0,0,1,trn
498237,0,0,0,trn
690196,0,0,0,trn
691145,0,0,1,trn
667182,0,0,0,trn
368019,0,0,1,trn
738032,0,0,1,trn
866294,0,0,0,trn
543133,0,0,0,trn
858379,0,0,1,trn
529312,0,0,1,trn
670836,0,0,1,trn
486200,0,0,1,trn
909333,0,0,1,trn
457258,0,0,0,trn
585013,0,0,1,trn
380517,0,0,0,trn
662132,0,0,1,trn
317649,0,0,1,trn
693500,0,0,0,trn
423888,0,0,0,trn
690992,1,0,0,trn
509058,0,0,0,trn
912304,0,0,0,trn
925506,0,0,0,trn
550298,0,0,1,trn
19180,0,0,1,trn
725859,0,0,0,trn
22821,1,0,0,trn
22821,1,0,0,trn
22821,1,0,0,trn
941280,1,0,0,trn
367981,0,0,0,trn
66184,0,0,0,trn
20020,0,0,1,trn
20020,0,0,1,trn
374190,1,1,0,trn
337837,1,0,0,trn
965764,0,0,1,trn
456794,0,0,0,trn
367981,0,0,0,trn
507552,1,0,0,trn
321454,0,0,1,trn
960807,0,0,0,trn
824906,1,0,0,trn
944726,0,0,1,trn
175456,1,0,0,trn
572588,0,0,0,trn
856916,0,0,1,trn
856916,0,0,1,trn
463803,0,0,1,trn
166564,1,0,0,trn
206119,1,0,0,trn
730611,1,0,0,trn
98041,0,0,0,trn
956949,0,0,1,trn
378728,0,0,1,trn
26928,0,0,0,trn
334136,0,0,1,trn
511726,0,0,0,trn
901341,0,0,1,trn
499926,1,0,0,trn
499926,1,0,0,trn
780655,0,0,1,trn
330498,0,0,1,trn
492578,0,0,0,trn
715968,0,0,0,trn
618728,0,0,0,trn
813320,0,0,1,trn
402734,0,0,0,trn
786656,1,1,0,trn
662736,1,1,0,trn
626376,1,0,0,trn
779542,0,0,1,trn
504921,0,0,0,trn
339115,0,0,0,trn
819964,0,0,1,trn
624438,0,0,1,trn
652618,1,1,0,trn
266717,0,0,0,trn
637148,0,0,0,trn
764595,0,0,1,trn
923546,0,0,1,trn
183907,0,0,0,trn
962290,0,0,0,trn
976509,0,1,0,trn
413408,0,0,1,trn
870942,0,0,1,trn
7748,0,0,1,trn
972168,0,0,0,trn
932451,0,0,0,trn
265982,0,1,0,trn
10297,0,0,0,trn
800590,0,0,0,trn
634852,0,0,0,trn
985615,0,0,0,trn
567021,0,0,0,trn
8424,1,0,0,trn
719294,1,0,0,trn
714184,1,0,0,trn
149001,0,0,0,trn
201951,0,1,0,trn
192105,0,0,0,trn
260359,0,0,1,trn
543011,0,0,1,trn
434101,0,0,1,trn
577513,1,0,0,trn
208927,0,0,0,trn
336158,0,0,1,trn
285446,0,0,1,trn
1487,0,0,0,trn
735251,0,0,1,trn
192138,1,0,0,trn
321751,0,0,1,trn
88952,0,0,1,trn
163881,0,0,0,trn
631838,0,0,1,trn
146374,0,0,1,trn
407160,0,0,1,trn
645333,0,0,1,trn
364178,0,0,1,trn
766896,1,0,0,trn
761963,0,0,0,trn
20680,0,0,1,trn
395279,0,0,1,trn
758661,0,0,1,trn
628161,0,0,0,trn
301723,0,0,0,trn
35597,1,0,0,trn
218467,0,0,0,trn
816710,0,0,1,trn
319105,0,0,0,trn
320170,0,0,0,trn
259988,0,0,1,trn
304966,0,0,1,trn
419413,0,0,1,trn
647356,1,0,0,trn
373416,0,0,1,trn
729114,0,0,1,trn
384747,0,0,1,trn
128766,0,0,1,trn
332708,0,0,0,trn
95408,1,1,0,trn
407836,1,1,0,trn
799480,0,0,0,trn
300621,0,0,1,trn
264664,0,0,1,trn
437090,0,0,1,trn
54384,0,0,0,trn
548876,0,0,0,trn
561659,0,0,0,trn
799576,0,0,1,trn
745247,0,0,0,trn
496259,0,0,1,trn
704944,0,0,0,trn
172632,1,0,0,trn
278121,0,0,1,trn
99249,0,1,0,trn
330885,0,0,1,trn
466788,0,0,0,trn
794957,0,0,0,trn
376357,0,0,1,trn
21759,0,0,1,trn
592059,0,0,0,trn
24149,0,0,1,trn
772525,0,0,0,trn
311334,0,0,0,trn
35917,0,0,0,trn
693633,0,0,0,trn
687756,1,0,0,trn
676495,0,0,1,trn
810180,0,0,1,trn
139929,0,0,0,trn
124952,0,0,0,trn
598449,0,0,1,trn
69990,0,1,0,trn
797501,0,0,1,trn
628195,0,0,1,trn
404993,0,0,0,trn
16312,0,1,0,trn
544897,0,0,1,trn
498742,0,0,1,trn
68822,0,0,0,trn
238774,1,1,0,trn
49444,0,0,0,trn
733580,1,1,0,trn
322616,0,0,1,trn
398348,0,0,1,trn
114279,0,0,0,trn
370221,0,0,0,trn
313541,0,0,0,trn
593852,0,0,0,trn
487527,0,0,1,trn
570898,0,0,0,trn
533584,0,0,0,trn
561364,1,0,0,trn
374550,0,0,0,trn
167799,1,0,0,trn
169124,0,0,0,trn
227588,0,0,0,trn
300499,0,0,0,trn
536727,0,0,1,trn
278263,0,0,1,trn
641419,1,1,0,trn
318025,0,0,1,trn
330706,0,0,1,trn
337061,0,0,0,trn
624779,0,0,0,trn
531311,0,0,0,trn
657208,0,0,0,trn
608887,1,0,0,trn
241168,0,0,1,trn
431828,1,0,0,trn
444220,0,0,1,trn
508969,0,0,1,trn
619084,0,0,1,trn
826871,0,0,1,trn
537365,0,0,1,trn
464115,0,0,1,trn
896348,0,0,0,trn
822512,0,0,0,trn
686054,0,0,1,trn
562425,0,0,1,trn
904806,0,0,0,trn
136177,0,0,0,trn
599813,0,0,1,trn
760150,0,0,0,trn
468596,0,0,0,trn
451204,0,0,0,trn
368601,0,0,0,trn
676211,1,0,0,trn
821643,0,1,0,trn
801438,0,0,0,trn
364974,0,0,1,trn
103422,0,0,0,trn
830717,0,0,0,trn
786175,1,0,0,trn
450665,0,0,1,trn
66898,0,0,1,trn
161284,0,0,1,trn
374726,1,0,0,trn
476355,0,0,1,trn
38616,0,0,0,trn
417203,1,0,0,trn
350189,1,1,0,trn
66875,0,0,1,trn
246113,0,0,1,trn
623454,0,0,1,trn
694528,0,0,1,trn
257298,1,0,0,trn
410196,0,0,1,trn
286610,0,1,0,trn
672968,0,0,1,trn
40250,0,0,0,trn
773291,0,0,0,trn
204586,0,0,0,trn
514710,0,0,0,trn
716665,0,0,0,trn
417236,1,0,0,trn
334559,0,0,1,trn
666973,0,0,1,trn
177364,0,0,1,trn
683752,0,0,1,trn
85439,1,0,0,trn
745990,0,0,1,trn
764857,0,0,1,trn
560452,0,0,0,trn
2179,0,0,0,trn
628171,0,0,1,trn
462967,1,0,0,trn
536702,0,0,1,trn
254173,0,0,0,trn
816662,0,0,0,trn
670635,0,0,0,trn
297588,0,0,0,trn
156918,0,0,0,trn
825990,0,0,1,trn
322545,0,0,1,trn
689409,1,0,0,trn
486617,0,0,0,trn
471578,0,0,1,trn
553766,0,0,1,trn
508648,0,0,1,trn
760844,0,0,1,trn
584187,0,0,0,trn
56291,1,0,0,trn
825061,0,0,1,trn
17278,0,0,0,trn
418435,0,0,1,trn
817372,0,0,0,trn
465545,0,0,0,trn
461790,0,0,0,trn
482783,0,0,1,trn
901854,0,0,1,trn
84663,0,0,1,trn
824399,0,0,1,trn
35542,0,0,1,trn
809879,1,0,0,trn
641570,1,0,0,trn
589183,0,0,1,trn
383467,0,0,1,trn
563528,0,0,1,trn
73651,0,0,0,trn
867065,0,0,1,trn
711323,0,0,1,trn
361334,0,0,0,trn
207941,0,0,1,trn
537744,0,0,1,trn
834484,0,0,0,trn
315417,1,0,0,trn
670282,0,0,1,trn
104128,0,0,1,trn
441574,0,0,0,trn
144210,0,0,0,trn
230912,0,0,0,trn
69612,0,0,0,trn
423278,0,0,1,trn
907322,0,0,1,trn
64734,0,0,0,trn
569366,0,0,1,trn
194822,1,0,0,trn
303227,0,0,1,trn
573340,0,0,0,trn
539485,0,0,0,trn
964844,0,0,1,trn
373562,0,0,0,trn
549475,0,0,1,trn
133330,1,1,0,trn
220831,0,0,0,trn
894752,0,0,1,trn
25660,0,0,0,trn
254179,0,0,0,trn
796191,0,0,1,trn
299077,0,0,0,trn
728610,0,0,1,trn
563686,0,0,1,trn
743148,1,0,0,trn
784746,0,0,1,trn
552663,0,0,1,trn
308084,0,0,0,trn
395625,0,0,0,trn
144218,0,0,0,trn
347603,1,0,0,trn
572114,0,0,1,trn
772337,0,0,0,trn
707515,0,0,0,trn
66630,0,0,1,trn
175045,0,0,1,trn
745848,0,0,1,trn
291764,0,0,1,trn
317306,0,0,0,trn
613603,0,0,1,trn
764289,0,0,1,trn
714880,0,0,0,trn
778413,0,0,1,trn
360717,0,0,1,trn
728268,0,0,0,trn
694036,0,0,1,trn
299624,0,0,0,trn
149531,0,0,0,trn
507029,0,0,1,trn
823942,0,0,0,trn
243897,0,0,1,trn
460848,0,0,1,trn
735049,0,0,1,trn
284804,0,0,0,trn
242229,0,0,1,trn
294845,0,0,0,trn
778678,0,0,1,trn
825492,0,0,0,trn
135240,0,0,0,trn
530965,0,0,0,trn
124200,0,0,1,trn
264196,1,0,0,trn
346182,0,0,1,trn
790077,1,0,0,trn
74312,1,0,0,trn
725620,1,0,0,trn
602342,0,0,1,trn
595033,0,0,1,trn
224529,0,0,1,trn
199651,1,0,0,trn
710913,0,0,1,trn
345751,0,0,1,trn
522258,0,0,1,trn
718268,0,0,0,trn
421807,0,0,0,trn
134749,0,0,1,trn
723003,0,0,1,trn
456814,0,0,1,trn
818706,1,0,0,trn
469886,1,0,0,trn
813250,0,0,0,trn
138067,0,0,1,trn
40971,0,0,1,trn
564651,0,0,0,trn
486225,0,0,0,trn
332781,0,0,1,trn
682406,0,0,0,trn
530535,0,0,1,trn
754978,0,0,1,trn
391213,0,0,1,trn
169340,0,0,1,trn
361122,0,0,0,trn
196452,0,0,1,trn
95261,0,0,0,trn
335529,0,0,0,trn
641965,0,0,0,trn
637360,0,0,1,trn
452203,0,0,0,trn
572932,0,0,0,trn
255044,0,0,1,trn
342266,1,0,0,trn
322622,0,0,1,trn
32572,1,0,0,trn
481668,0,0,1,trn
27119,0,0,1,trn
295255,0,0,1,trn
480574,0,0,0,trn
196325,0,0,1,trn
295923,0,0,1,trn
14161,0,0,0,trn
321800,1,0,0,trn
417248,0,0,1,trn
65088,0,0,0,trn
505402,0,0,1,trn
821242,0,0,0,trn
612381,0,0,1,trn
142392,0,0,0,trn
617886,0,0,1,trn
372002,0,0,0,trn
576461,0,0,1,trn
252911,0,0,1,trn
642627,0,0,1,trn
683198,0,0,0,trn
367436,0,0,0,trn
436179,0,0,1,trn
991421,0,0,0,trn
381449,1,0,0,trn
956380,0,0,1,trn
539627,0,0,0,trn
37475,1,0,0,trn
351112,0,0,0,trn
128133,0,0,1,trn
644254,0,0,1,trn
521008,0,0,1,trn
170934,0,0,1,trn
661659,0,0,0,trn
327983,1,0,0,trn
871389,0,0,0,trn
202360,1,0,0,trn
736746,0,0,0,trn
829447,0,0,1,trn
82077,0,0,0,trn
128052,0,0,0,trn
370157,0,0,0,trn
663076,0,0,1,trn
809062,0,0,1,trn
537854,0,0,1,trn
594574,1,0,0,trn
430679,0,0,1,trn
278704,1,0,0,trn
905514,0,0,0,trn
689993,0,0,1,trn
976709,0,0,0,trn
802072,0,0,0,trn
378070,0,0,1,trn
826473,0,0,0,trn
326391,1,0,0,trn
365406,0,0,0,trn
263677,0,0,0,trn
580933,0,0,1,trn
804259,0,0,1,trn
953835,1,0,0,trn
659552,0,0,0,trn
111842,0,0,1,trn
307633,0,0,0,trn
486887,0,0,1,trn
47605,0,0,1,trn
735693,0,0,0,trn
324010,0,0,1,trn
335842,0,0,0,trn
771716,0,0,1,trn
154767,0,0,1,trn
602550,0,0,1,trn
721312,0,0,1,trn
955924,1,0,0,trn
467756,1,0,0,trn
419887,0,0,1,trn
925711,0,0,1,trn
632461,0,0,0,trn
973534,0,0,0,trn
949946,1,0,0,trn
19338,0,0,1,trn
469861,0,0,0,trn
253458,0,0,1,trn
691956,0,0,1,trn
321345,0,0,0,trn
731169,0,0,0,trn
597923,0,0,0,trn
217999,0,0,1,trn
222326,0,0,1,trn
967326,0,0,0,trn
910336,0,0,0,trn
381871,0,0,0,trn
82751,0,0,0,trn
280107,0,0,1,trn
573663,1,0,0,trn
435784,1,0,0,trn
500978,0,0,0,trn
537883,0,0,1,trn
802051,1,0,0,trn
817073,0,0,0,trn
596767,0,0,1,trn
355866,0,0,1,trn
447807,0,0,0,trn
412872,1,0,0,trn
543730,0,0,0,trn
190357,0,0,0,trn
594484,0,0,1,trn
191707,0,0,0,trn
145833,0,0,0,trn
690300,0,0,1,trn
799502,0,0,1,trn
85502,0,0,0,trn
199879,0,0,1,trn
845918,0,0,0,trn
69636,0,0,0,trn
656880,0,0,0,trn
474565,0,0,1,trn
500778,0,0,1,trn
160636,0,0,1,trn
923209,0,0,1,trn
514876,0,0,1,trn
216260,1,0,0,trn
5809,0,0,0,trn
275363,0,0,0,trn
802158,1,0,0,trn
453281,1,0,0,trn
607882,1,0,0,trn
620549,0,0,0,trn
883855,1,0,0,trn
708420,0,0,1,trn
182289,0,0,1,trn
218808,0,0,0,trn
759884,0,0,0,trn
283228,0,0,0,trn
553142,0,0,1,trn
358431,1,0,0,trn
638282,0,0,1,trn
477990,0,0,0,trn
462376,0,0,1,trn
391244,0,0,1,trn
168250,0,0,1,trn
901793,0,0,1,trn
137857,1,0,0,trn
528403,0,0,0,trn
875716,0,0,1,trn
993486,0,0,1,trn
663251,0,0,1,trn
218220,0,0,1,trn
147713,0,0,0,trn
566161,1,0,0,trn
688481,0,0,1,trn
772136,0,0,0,trn
471713,1,0,0,trn
113409,0,0,1,trn
145832,0,0,0,trn
165391,0,0,1,trn
54901,0,0,1,trn
788133,0,0,1,trn
906786,1,0,0,trn
856600,0,0,1,trn
440031,0,0,1,trn
342577,0,0,1,trn
165749,0,0,1,trn
515779,0,0,1,trn
562812,0,0,0,trn
506315,0,0,0,trn
813554,1,0,0,trn
811263,0,0,0,trn
245210,0,0,1,trn
867623,1,0,0,trn
620443,0,0,1,trn
827709,0,0,0,trn
821700,0,0,0,trn
514620,0,0,1,trn
181447,0,0,1,trn
812956,0,0,0,trn
815668,0,0,1,trn
797276,1,0,0,trn
624039,1,0,0,trn
313340,0,0,1,trn
295953,0,0,0,trn
887210,0,0,0,trn
533984,0,0,0,trn
628958,0,0,1,trn
623882,0,0,0,trn
949313,0,0,0,trn
494649,1,0,0,trn
819153,1,0,0,trn
224553,0,0,0,trn
101386,1,0,0,trn
770389,0,0,0,trn
61161,1,0,0,trn
344700,0,0,1,trn
226576,0,0,1,trn
337272,0,0,1,trn
574865,0,0,1,trn
562240,0,0,1,trn
227808,0,0,1,trn
750047,0,0,0,trn
381948,0,0,1,trn
653003,1,1,0,trn
327487,0,0,1,trn
957333,0,0,1,trn
980005,0,0,1,trn
725191,0,0,0,trn
947545,0,0,1,trn
286227,0,0,0,trn
760619,0,0,1,trn
709433,0,0,0,trn
518484,1,0,0,trn
836739,1,0,0,trn
884897,0,0,1,trn
533449,0,0,1,trn
378727,0,0,1,trn
168287,0,0,1,trn
17812,0,0,1,trn
890234,0,0,0,trn
722366,0,0,1,trn
398838,1,0,0,trn
903794,1,0,0,trn
627144,0,0,1,trn
420655,1,0,0,trn
795570,0,0,0,trn
130203,0,0,0,trn
222881,0,0,1,trn
238078,0,0,1,trn
699056,0,0,0,trn
31544,0,0,1,trn
288978,0,0,0,trn
966539,0,0,0,trn
901841,0,0,1,trn
382339,0,0,1,trn
446572,0,0,1,trn
421516,0,0,1,trn
777362,0,0,0,trn
734530,1,0,0,trn
821755,0,0,1,trn
120945,0,0,1,trn
763713,0,0,1,trn
664051,1,0,0,trn
500295,1,0,0,trn
250749,1,0,0,trn
776169,0,0,0,trn
152657,1,0,0,trn
645653,0,0,0,trn
468376,0,0,1,trn
969473,0,0,1,trn
413830,0,0,1,trn
790962,0,0,1,trn
754996,0,0,0,trn
597233,0,0,1,trn
869982,0,0,0,trn
49499,0,0,0,trn
10177,0,0,0,trn
425170,0,0,0,trn
493198,0,0,0,trn
976098,0,0,0,trn
732763,0,0,0,trn
784157,0,0,0,trn
268397,0,0,0,trn
72751,0,0,1,trn
339791,0,0,1,trn
528550,0,0,1,trn
573886,0,0,1,trn
290631,0,0,0,trn
319550,1,1,0,trn
991786,0,0,1,trn
466,0,0,1,trn
755679,0,0,0,trn
714940,0,0,1,trn
878563,0,0,1,trn
273965,1,0,0,trn
77259,1,0,0,trn
238353,0,0,1,trn
462641,0,0,1,trn
344554,1,0,0,trn
65100,0,0,1,trn
506868,0,0,1,trn
618561,0,0,0,trn
237761,0,0,1,trn
829382,0,0,1,trn
879900,0,0,1,trn
24331,1,1,0,trn
138839,0,0,1,trn
522581,0,0,1,trn
793265,0,0,1,trn
173048,0,0,1,trn
746528,0,0,0,trn
652907,0,0,0,trn
823805,0,0,1,trn
615472,0,0,0,trn
600405,1,0,0,trn
435375,0,0,1,trn
164315,0,0,1,trn
679330,0,0,1,trn
958463,1,0,0,trn
698996,0,0,1,trn
60706,0,0,1,trn
479734,1,0,0,trn
425481,0,0,1,trn
20964,0,0,1,trn
244603,0,0,0,trn
524671,1,0,0,trn
189732,1,0,0,trn
349530,0,0,0,trn
700309,0,0,0,trn
545725,0,0,0,trn
180814,1,0,0,trn
117890,0,0,0,trn
320322,0,0,0,trn
5022,0,0,0,trn
119530,0,0,1,trn
304158,0,0,1,trn
626140,0,0,1,trn
226771,0,0,0,trn
226771,0,0,0,trn
169702,0,1,0,trn
415237,1,0,0,trn
97724,0,0,1,trn
131008,0,0,0,trn
968287,1,0,0,trn
462878,0,0,1,trn
246401,1,0,0,trn
246401,1,0,0,trn
502082,1,0,0,trn
807375,0,0,1,trn
480814,1,1,0,trn
265975,0,0,1,trn
993298,1,0,0,trn
117620,0,0,1,trn
241840,1,0,0,trn
652821,1,0,0,trn
739066,1,0,0,trn
652821,1,0,0,trn
314888,0,0,0,trn
900177,0,0,0,trn
384917,0,0,0,trn
418708,0,0,1,trn
546422,0,0,0,trn
336961,0,0,1,trn
274013,0,0,1,trn
491017,1,0,0,trn
957435,1,1,0,trn
260479,1,0,0,trn
961430,0,0,1,trn
447313,0,0,0,trn
490949,1,0,0,trn
400250,0,0,1,trn
929069,0,0,1,trn
564252,0,0,1,trn
62787,0,0,0,trn
415317,0,0,1,trn
145478,0,0,0,trn
657208,0,0,0,trn
216130,0,0,0,trn
315277,0,0,0,trn
748351,0,0,0,trn
754888,0,0,1,trn
411555,0,0,1,trn
16711,0,0,0,trn
542335,0,0,1,trn
156808,0,0,0,trn
304124,0,0,0,trn
165058,0,0,1,trn
256251,0,0,1,trn
661073,0,0,0,trn
182671,0,0,0,trn
664895,0,0,0,trn
425432,1,0,0,trn
785538,0,0,0,trn
106730,0,0,1,trn
213126,0,0,1,trn
454108,1,0,0,trn
577101,0,0,0,trn
414178,0,0,1,trn
899783,1,0,0,trn
155312,0,0,0,trn
731234,0,0,1,trn
797684,0,1,0,trn
931908,0,0,0,trn
800860,1,0,0,trn
673635,0,0,1,trn
454329,0,0,1,trn
963413,0,0,0,trn
780625,1,0,0,trn
371858,0,0,1,trn
457972,1,0,0,trn
674466,0,0,0,trn
879506,0,0,0,trn
113218,0,0,1,trn
77262,0,0,0,trn
542835,0,0,0,trn
738872,0,0,1,trn
640889,0,0,1,trn
966188,0,0,0,trn
171777,0,0,0,trn
503044,0,0,1,trn
852860,0,0,0,trn
969298,0,0,1,trn
286381,0,0,1,trn
374655,0,0,1,trn
739734,1,0,0,trn
876488,0,0,1,trn
556124,0,0,1,trn
418430,0,0,1,trn
191844,0,0,0,trn
517127,0,0,1,trn
472874,0,0,1,trn
966133,1,0,0,trn
289399,0,0,0,trn
707599,0,0,0,trn
958559,0,0,1,trn
373867,0,0,1,trn
703265,0,0,0,trn
876964,1,0,0,trn
585814,0,0,0,trn
554720,0,0,0,trn
741139,0,0,0,trn
992210,0,0,1,trn
422802,0,0,0,trn
303868,0,0,1,trn
330278,0,0,0,trn
182924,0,0,0,trn
799993,0,0,0,trn
2405,1,0,0,trn
78077,0,1,0,trn
196538,0,0,1,trn
70048,0,0,0,trn
427340,0,0,1,trn
836640,0,0,0,trn
439434,0,0,1,trn
359860,0,1,0,trn
662514,0,0,1,trn
227998,0,0,1,trn
831101,0,0,0,trn
276523,0,0,0,trn
111066,0,0,1,trn
967824,0,0,1,trn
608356,0,0,1,trn
769469,0,0,0,trn
776489,1,0,0,trn
314540,0,0,1,trn
133656,0,0,1,trn
930176,0,0,1,trn
96246,0,0,1,trn
795024,1,0,0,trn
123154,0,0,1,trn
637020,0,0,1,trn
553871,0,0,1,trn
762508,1,0,0,trn
827853,0,0,0,trn
754420,0,0,0,trn
450361,0,0,1,trn
526919,0,0,1,trn
668352,0,0,1,trn
561446,0,0,0,trn
520724,0,0,1,trn
304270,1,0,0,trn
691163,0,0,1,trn
70026,0,0,1,trn
777267,0,0,0,trn
437053,0,0,1,trn
6231,0,0,1,trn
144651,0,0,1,trn
341085,0,0,1,trn
729042,0,0,1,trn
704790,1,0,0,trn
781105,0,0,0,trn
62495,0,0,0,trn
580382,0,0,0,trn
842648,0,0,1,trn
413042,0,0,1,trn
913871,1,0,0,trn
443949,0,0,1,trn
892761,0,0,0,trn
422905,1,0,0,trn
187533,0,0,0,trn
296004,1,0,0,trn
809268,0,0,1,trn
377166,0,0,0,trn
104287,1,0,0,trn
294844,0,0,0,trn
69293,0,0,0,trn
614960,1,0,0,trn
232444,0,0,0,trn
912279,0,0,1,trn
965347,0,0,1,trn
851001,0,0,1,trn
465724,0,0,0,trn
847188,0,0,1,trn
714457,0,0,1,trn
610930,1,0,0,trn
28102,0,0,1,trn
393784,0,0,1,trn
451620,0,0,0,trn
779672,0,0,0,trn
290659,0,0,0,trn
761387,0,0,1,trn
327389,0,0,1,trn
145155,0,0,1,trn
524376,0,0,0,trn
747012,1,0,0,trn
139632,0,0,1,trn
235906,1,0,0,trn
460585,0,0,1,trn
694699,0,0,1,trn
620924,0,0,0,trn
226748,0,0,0,trn
422788,0,0,0,trn
751779,0,0,0,trn
386903,0,0,1,trn
350483,0,0,0,trn
834291,1,0,0,trn
47583,1,0,0,trn
392653,0,0,0,trn
275715,0,0,1,trn
560881,0,0,1,trn
285621,0,0,1,trn
336028,0,0,0,trn
534755,0,0,0,trn
266991,1,0,0,trn
239885,0,0,1,trn
97365,0,0,1,trn
761152,0,0,1,trn
668015,0,0,0,trn
